priority_rank,project_code,project_name,agency,state,physical_progress,expenditure_percent,cost_overrun_percent,time_overrun_percent,risk_score,risk_category,warnings,risk_explanation
150,619098,Kozhikode Bypass Calicut Bypass Vengalam Jn. to Ramanattukara Jn.,NHAI,Kerala,98.75,74.8661187419724,28.91957298370944,174.709589041096,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619098 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
151,619130,Mahabalipuram - Pondicherry Pkg-II [Mugaiyur to Marakkanam],NHAI,Tamil Nadu,53.41,72.09644037880891,25.86657468216072,79.39261285909751,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619130 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
152,400010,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],Ladakh,88.0,106.78124999999999,22.45872916666668,164.31478102189817,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 400010 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
153,619119,Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the State of Odisha,NHAI,Odisha,99.0,112.92879157827322,22.06886682944418,247.7993421052629,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619119 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
154,619150,BRT Tiger Reserve Boundary Km.287.500 to Bangalore Section Km.458.420 of NH- 209 in Karnataka,NHAI,Karnataka,99.7,107.68333261311093,31.432652002938344,346.027397260274,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619150 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
155,618809,4L of Beas-Mehta-Batala-Dera Baba Nanak from intersection with Jalandhar-Amritsar Highway NH-3 near Beas till start of Batala Bypass near Village Acchhal from Km. 0.000 to Km. 31.300 Pkg-1,NHAI,Punjab,68.2,82.87111956615732,29.740682635174416,94.5116279069771,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618809 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
156,619121,4L of Hubli - Hospet Section of NH-63 from Km 128.850 to Km 272.571,National Highways Authority of India [NHAI],Karnataka,99.65,53.74823755228102,29.7923925449944,206.60036496350392,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619121 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
157,618520,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],NHAI,Karnataka,99.2,89.99819286319973,23.89052921306156,168.608219178082,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618520 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
158,619067,6L of Chiloda-Naroda section from Km. 540.595 to Km. 555.595 of NH-8Package-VII,National Highways Authority of India [NHAI],Gujarat,100.0,29.175546831183397,20.470190689848497,350.2739726027397,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619067 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
159,619063,4L Greenfield spur from Delhi-Vadodara Greenfield expressway near Bandikui to Jaipur,National Highways Authority of India [NHAI],Rajasthan,100.0,78.11264248387984,21.485462824313394,77.55540355677189,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619063 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
160,619145,Four Laning of Una to Kodinar from km. 180.478 to km. 221.610 Package-V,NHAI,Gujarat,100.0,114.93431771313986,44.465871415387774,277.27771679473113,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619145 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
161,619146,Kagvadar - Una Package-IV,NHAI,Gujarat,97.93,111.00422368193144,28.68315723555347,273.1821663019691,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619146 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
162,619205,Six Laning of KT/KL Border Thalapaddy -Chengala from Km. 17.200 to Km. 57.20,NHAI,"Multi-States (Karnataka, Kerala)",100.0,85.87934802909538,23.62649477302683,89.99232456140346,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619205 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
163,618428,Realignment of NH-717A from Design Ch.0.00 Km 77.800 of NH-10 to Design Ch.2.00 Km 3.100 of NH-717A with two lane paved shoulder including Major Bridge of 680 m in the State of Sikkim on EPC Mode-COS work,NHIDCL,Sikkim,100.0,26.699139102854552,35.53560640386641,162.6027397260274,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618428 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
164,619092,4L of Jind-Gohana road Package-1 from km. 0.00 to km. 40.601 of NH-352 A under NHO,NHAI,Haryana,99.97,107.06584055842771,43.981503087848,203.02465753424696,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619092 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
165,619090,8L of Dwarka Expressway Pkg-II RuB near Dwarka Sector 21-DL/HR Border from 5.300 Km.to 9.500 Km. of NH-248BB,NHAI,Delhi,100.0,115.17940483732897,25.539626729603864,239.8194254445962,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619090 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
166,618610,6L of Jodhpur Romana Bathinda - Mandi Dabwali Punjab Haryana Border section of NH-54 from km. 0.000 to km. 27.400 of NH-54,NHAI,Punjab,99.0,91.12079669563894,47.58165876897368,51.85772913816702,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618610 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
167,618413,Construction of 2 laning with Hard shoulder of Peren-Dimapur section on NH 129A from Design Km 146.208 to Km 163.592 Length- 17.384 km in the state of Nagaland on EPC mode under NHO-TSP Package-III,NHIDCL,Nagaland,95.62,62.83962423356021,25.25561118298944,54.03556771545828,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618413 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
168,618607,Kottankulangara- Start of Kollam Bypass,NHAI,Kerala,73.89,83.50046092029245,25.45905198195712,95.99562363238522,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 618607 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
169,705616,Jharsuguda - Bilaspur - 4th line 206 km,CAOC/SECR SECR mor,"Multi-States (Chhattisgarh, Odisha)",88.0,118.7373831775701,43.331200934579286,20.34438775510204,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 705616 is classified as HIGH risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
170,619218,4L Tumkur-Shimoga Pkg-I from Mallasandra to Karadi village of NH-206 from Km. 12.300 to Km. 65.195,NHAI,Karnataka,100.0,97.97748031726948,22.217536323251085,248.95896032831723,70,HIGH,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.']",Project 619218 is classified as HIGH risk because the predicted total cost is significantly above the baseline and the projected completion date exceeds the planned schedule.
